,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
13014,1968,139,Mystery,6.6,111,Atma Ram,Asha Parekh,Dharmendra,Sanjeev Kumar,5.854237288135593,5.665,6.780645161290322,6.302469135802469,6.795
13014,1968,139, Thriller,6.6,111,Atma Ram,Asha Parekh,Dharmendra,Sanjeev Kumar,5.674915254237288,5.665,6.780645161290322,6.302469135802469,6.795
13017,2020,118,Drama,3.8,6399,Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani,6.248697068403909,6.463157894736842,3.7999999999999994,3.7999999999999994,3.7999999999999994
13017,2020,118, History,3.8,6399,Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani,6.8769230769230765,6.463157894736842,3.7999999999999994,3.7999999999999994,3.7999999999999994
13017,2020,118, Romance,3.8,6399,Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani,5.838738738738739,6.463157894736842,3.7999999999999994,3.7999999999999994,3.7999999999999994
13018,2000,160,Crime,4.6,431,N. Chandra,Govinda,Tabu,Karisma Kapoor,6.124723247232472,6.496296296296297,4.877443609022556,5.857894736842105,4.4437500000000005
13018,2000,160, Drama,4.6,431,N. Chandra,Govinda,Tabu,Karisma Kapoor,5.875793244626407,6.496296296296297,4.877443609022556,5.857894736842105,4.4437500000000005
13018,2000,160, Thriller,4.6,431,N. Chandra,Govinda,Tabu,Karisma Kapoor,5.674915254237288,6.496296296296297,4.877443609022556,5.857894736842105,4.4437500000000005
13020,1963,139,Action,5.7,41,Mohammed Hussain,Ajit,Ragini,Helen,5.511985472154963,6.18,5.881818181818182,6.218181818181819,6.185185185185185
13020,1963,139, Adventure,5.7,41,Mohammed Hussain,Ajit,Ragini,Helen,5.694767441860465,6.18,5.881818181818182,6.218181818181819,6.185185185185185
13020,1963,139, Horror,5.7,41,Mohammed Hussain,Ajit,Ragini,Helen,5.0418918918918925,6.18,5.881818181818182,6.218181818181819,6.185185185185185
13023,1991,162,Action,5.6,55,Latif Faiziyev,Umesh Mehra,Mithun Chakraborty,Naseeruddin Shah,5.511985472154963,5.96,5.96,5.65,6.48
13023,1991,162, Adventure,5.6,55,Latif Faiziyev,Umesh Mehra,Mithun Chakraborty,Naseeruddin Shah,5.694767441860465,5.96,5.96,5.65,6.48
13024,1953,110,Drama,7.0,41,Ramesh Saigal,Dilip Kumar,Nalini Jaywant,Durga Khote,6.248697068403909,7.2272727272727275,7.0592592592592585,6.566666666666666,6.835714285714286
13026,2005,162,Drama,4.9,1061,John Mathew Matthan,Ajay Devgn,Shahid Kapoor,Bipasha Basu,6.248697068403909,6.775,5.3691489361702125,5.041666666666667,5.6571428571428575
13028,1979,125,Drama,5.6,9,S. Ramanathan,Raj Kiran,Sushma Verma,Beena Banerjee,6.248697068403909,6.20625,5.5,5.6,4.21
13028,1979,125, Family,5.6,9,S. Ramanathan,Raj Kiran,Sushma Verma,Beena Banerjee,6.327197802197802,6.20625,5.5,5.6,4.21
13032,2020,129,Comedy,4.6,1322,Ramesh Sippy,Hema Malini,Rajkummar Rao,Rakul Preet Singh,5.838422649140546,6.285185185185185,5.88,6.35,5.199999999999999
13032,2020,129, Romance,4.6,1322,Ramesh Sippy,Hema Malini,Rajkummar Rao,Rakul Preet Singh,5.838738738738739,6.285185185185185,5.88,6.35,5.199999999999999
13034,2012,139,Drama,8.1,6922,Anand Gandhi,Aydah El-Kashef,Yogesh Shah,Faraz Khan,6.248697068403909,8.1,8.1,8.1,8.1
13035,1977,140,Biography,7.0,229,Ashok V. Bhushan,Sudhir Dalvi,Manoj Kumar,Rajendra Kumar,6.697619047619048,6.5,6.966666666666666,7.066666666666666,5.5777777777777775
13035,1977,140, Drama,7.0,229,Ashok V. Bhushan,Sudhir Dalvi,Manoj Kumar,Rajendra Kumar,5.875793244626407,6.5,6.966666666666666,7.066666666666666,5.5777777777777775
13036,2001,150,Drama,4.8,178,Deepak Balraj Vij,Anand Balraj,Sudhir Dalvi,Dharmendra,6.248697068403909,5.423529411764706,5.014285714285714,4.9799999999999995,5.36923076923077
13036,2001,150, Mystery,4.8,178,Deepak Balraj Vij,Anand Balraj,Sudhir Dalvi,Dharmendra,5.8710204081632655,5.423529411764706,5.014285714285714,4.9799999999999995,5.36923076923077
13040,2012,111,Romance,4.2,1023,Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi,5.59874213836478,4.2,4.2,4.2,4.659999999999999
13056,1989,161,Action,8.1,3399,Ram Gopal Varma,Nagarjuna Akkineni,Amala Akkineni,Raghuvaran,5.511985472154963,5.558064516129032,6.3999999999999995,7.375,5.199999999999999
13056,1989,161, Crime,8.1,3399,Ram Gopal Varma,Nagarjuna Akkineni,Amala Akkineni,Raghuvaran,5.683443708609272,5.558064516129032,6.3999999999999995,7.375,5.199999999999999
13056,1989,161, Drama,8.1,3399,Ram Gopal Varma,Nagarjuna Akkineni,Amala Akkineni,Raghuvaran,5.875793244626407,5.558064516129032,6.3999999999999995,7.375,5.199999999999999
13057,2006,160,Action,3.9,330,Ram Gopal Varma,Mohit Ahlawat,Priyanka Kothari,Vinod Jaywant,5.511985472154963,5.558064516129032,3.9,3.1666666666666665,3.9
13057,2006,160, Crime,3.9,330,Ram Gopal Varma,Mohit Ahlawat,Priyanka Kothari,Vinod Jaywant,5.683443708609272,5.558064516129032,3.9,3.1666666666666665,3.9
13057,2006,160, Drama,3.9,330,Ram Gopal Varma,Mohit Ahlawat,Priyanka Kothari,Vinod Jaywant,5.875793244626407,5.558064516129032,3.9,3.1666666666666665,3.9
13059,1985,125,Action,4.6,49,Raj N. Sippy,Jackie Shroff,Poonam Dhillon,Vinod Mehra,5.511985472154963,5.095348837209302,5.22,5.917647058823529,5.9743589743589745
13059,1985,125, Adventure,4.6,49,Raj N. Sippy,Jackie Shroff,Poonam Dhillon,Vinod Mehra,5.694767441860465,5.095348837209302,5.22,5.917647058823529,5.9743589743589745
13059,1985,125, Fantasy,4.6,49,Raj N. Sippy,Jackie Shroff,Poonam Dhillon,Vinod Mehra,5.688695652173913,5.095348837209302,5.22,5.917647058823529,5.9743589743589745
13063,1988,153,Action,4.7,29,Anand,Shatrughan Sinha,Govinda,Anita Raj,5.511985472154963,4.74,5.342553191489362,5.126086956521739,5.0
13063,1988,153, Crime,4.7,29,Anand,Shatrughan Sinha,Govinda,Anita Raj,5.683443708609272,4.74,5.342553191489362,5.126086956521739,5.0
13063,1988,153, Drama,4.7,29,Anand,Shatrughan Sinha,Govinda,Anita Raj,5.875793244626407,4.74,5.342553191489362,5.126086956521739,5.0
13064,2016,153,Action,6.2,9909,Ajay Devgn,Ajay Devgn,Abigail Eames,Erika Kaar,5.511985472154963,6.08,5.3691489361702125,6.2,6.2
13064,2016,153, Adventure,6.2,9909,Ajay Devgn,Ajay Devgn,Abigail Eames,Erika Kaar,5.694767441860465,6.08,5.3691489361702125,6.2,6.2
13064,2016,153, Drama,6.2,9909,Ajay Devgn,Ajay Devgn,Abigail Eames,Erika Kaar,5.875793244626407,6.08,5.3691489361702125,6.2,6.2
13072,2004,100,Comedy,4.2,14,Vijay Ghatge,Divya Dutta,Prithvi Sankhala,Vineet Kumar,5.838422649140546,4.2,5.5636363636363635,4.2,4.2
13072,2004,100, Drama,4.2,14,Vijay Ghatge,Divya Dutta,Prithvi Sankhala,Vineet Kumar,5.875793244626407,4.2,5.5636363636363635,4.2,4.2
13073,2012,105,Drama,6.2,19,Sudipto Chattopadhyay,Lillete Dubey,Bharat Kaul,Anupam Kher,6.248697068403909,5.366666666666667,5.185714285714285,6.2,5.520833333333333
13073,2012,105, Romance,6.2,19,Sudipto Chattopadhyay,Lillete Dubey,Bharat Kaul,Anupam Kher,5.838738738738739,5.366666666666667,5.185714285714285,6.2,5.520833333333333
13080,2018,67,Thriller,5.2,101,Deepak Ramteke,Mayank Agarwal,Avinash Baviskar,Anil Bhavnani,5.332584269662922,5.2,5.2,5.2,5.2
13084,1961,135,Drama,7.3,48,Ramesh Saigal,Dhumal,Jeevan Kala,Ruby Mayer,6.248697068403909,7.2272727272727275,7.3,7.3,7.3
13084,1961,135, Family,7.3,48,Ramesh Saigal,Dhumal,Jeevan Kala,Ruby Mayer,6.327197802197802,7.2272727272727275,7.3,7.3,7.3
13085,1992,165,Action,6.5,932,David Dhawan,Govinda,Divya Bharti,Gulshan Grover,5.511985472154963,5.275728155339806,4.877443609022556,5.75,4.96875
13085,1992,165, Comedy,6.5,932,David Dhawan,Govinda,Divya Bharti,Gulshan Grover,5.507605633802817,5.275728155339806,4.877443609022556,5.75,4.96875
13085,1992,165, Drama,6.5,932,David Dhawan,Govinda,Divya Bharti,Gulshan Grover,5.875793244626407,5.275728155339806,4.877443609022556,5.75,4.96875
13089,1975,162,Action,8.2,52511,Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan,5.511985472154963,6.285185185185185,6.635087719298245,6.302469135802469,6.836956521739131
13089,1975,162, Adventure,8.2,52511,Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan,5.694767441860465,6.285185185185185,6.635087719298245,6.302469135802469,6.836956521739131
13089,1975,162, Comedy,8.2,52511,Ramesh Sippy,Sanjeev Kumar,Dharmendra,Amitabh Bachchan,5.507605633802817,6.285185185185185,6.635087719298245,6.302469135802469,6.836956521739131
13092,1999,138,Action,7.7,2932,Eeshwar Nivas,Manoj Bajpayee,Raveena Tandon,Sayaji Shinde,5.511985472154963,5.716666666666667,6.733898305084746,5.2676923076923075,7.7
13092,1999,138, Crime,7.7,2932,Eeshwar Nivas,Manoj Bajpayee,Raveena Tandon,Sayaji Shinde,5.683443708609272,5.716666666666667,6.733898305084746,5.2676923076923075,7.7
13092,1999,138, Drama,7.7,2932,Eeshwar Nivas,Manoj Bajpayee,Raveena Tandon,Sayaji Shinde,5.875793244626407,5.716666666666667,6.733898305084746,5.2676923076923075,7.7
13093,2006,100,Drama,6.8,31,Arindam Mitra,Sohrab Ardeshir,Seema Biswas,Tulip Joshi,6.248697068403909,6.8,5.8,6.3428571428571425,4.866666666666666
13095,1988,147,Drama,5.0,8,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval,6.248697068403909,5.35,5.15,5.470588235294118,5.95
13100,2007,122,Action,7.1,9607,Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty,5.511985472154963,4.4399999999999995,6.148872180451128,5.025757575757575,5.728571428571429
13100,2007,122, Crime,7.1,9607,Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty,5.683443708609272,4.4399999999999995,6.148872180451128,5.025757575757575,5.728571428571429
13100,2007,122, History,7.1,9607,Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty,6.8769230769230765,4.4399999999999995,6.148872180451128,5.025757575757575,5.728571428571429
13101,2013,155,Action,5.9,6439,Sanjay Gupta,Anil Kapoor,John Abraham,Manoj Bajpayee,5.511985472154963,5.575,5.667692307692307,5.443333333333333,5.973333333333333
13101,2013,155, Biography,5.9,6439,Sanjay Gupta,Anil Kapoor,John Abraham,Manoj Bajpayee,6.84516129032258,5.575,5.667692307692307,5.443333333333333,5.973333333333333
13101,2013,155, Crime,5.9,6439,Sanjay Gupta,Anil Kapoor,John Abraham,Manoj Bajpayee,5.683443708609272,5.575,5.667692307692307,5.443333333333333,5.973333333333333
13102,1972,170,Drama,7.2,337,Manoj Kumar,Manoj Kumar,Jaya Bachchan,Prem Nath,6.248697068403909,6.246666666666667,5.967741935483871,7.082857142857143,6.541379310344827
13103,2010,112,Crime,7.2,3502,Krishna D.K.,Raj Nidimoru,Sendhil Ramamurthy,Tusshar Kapoor,6.124723247232472,6.633333333333333,6.633333333333333,7.2,6.081818181818181
13103,2010,112, Drama,7.2,3502,Krishna D.K.,Raj Nidimoru,Sendhil Ramamurthy,Tusshar Kapoor,5.875793244626407,6.633333333333333,6.633333333333333,7.2,6.081818181818181
13104,2016,125,Drama,6.6,145,Amira Bhargava,Rahul V. Chittella,Satish Raj Kasireddi,Pratik Kothari,6.248697068403909,6.6,6.6,6.6,6.6
13105,2016,132,Drama,5.7,268,Pranav Singh,Jitendra Tiwari,Jimmy Sheirgill,Ashutosh Rana,6.248697068403909,5.7,5.7,5.811764705882353,5.7
13106,2013,146,Action,2.3,252,Susi Ganesan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta,5.511985472154963,2.3,4.78,3.761111111111111,2.3
13106,2013,146, Crime,2.3,252,Susi Ganesan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta,5.683443708609272,2.3,4.78,3.761111111111111,2.3
13106,2013,146, Drama,2.3,252,Susi Ganesan,Neil Nitin Mukesh,Ameesha Patel,Puja Gupta,5.875793244626407,2.3,4.78,3.761111111111111,2.3
13107,2016,101,Adventure,6.4,70,Amitabha Singh,Jimmy Sheirgill,Aashi Rawal,Stuti Dwivedi,6.181904761904762,6.400000000000001,5.456862745098039,6.400000000000001,6.400000000000001
13107,2016,101, Drama,6.4,70,Amitabha Singh,Jimmy Sheirgill,Aashi Rawal,Stuti Dwivedi,5.875793244626407,6.400000000000001,5.456862745098039,6.400000000000001,6.400000000000001
13107,2016,101, Mystery,6.4,70,Amitabha Singh,Jimmy Sheirgill,Aashi Rawal,Stuti Dwivedi,5.8710204081632655,6.400000000000001,5.456862745098039,6.400000000000001,6.400000000000001
13108,2009,142,Comedy,3.4,884,Neeraj Vora,Anil Kapoor,Sanjay Dutt,Akshaye Khanna,5.838422649140546,5.2,5.667692307692307,5.025757575757575,5.944444444444445
13108,2009,142, Drama,3.4,884,Neeraj Vora,Anil Kapoor,Sanjay Dutt,Akshaye Khanna,5.875793244626407,5.2,5.667692307692307,5.025757575757575,5.944444444444445
13109,2013,95,Drama,6.5,444,Neeraj Ghaywan,Siddharth Gupt,Rohit Pandey,Anirban Roy,6.248697068403909,7.025,6.5,6.5,6.5
13112,2007,108,Action,3.6,114,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala,5.511985472154963,3.6,3.6,5.45,3.6
13112,2007,108, Drama,3.6,114,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala,5.875793244626407,3.6,3.6,5.45,3.6
13112,2007,108, Music,3.6,114,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala,5.9879999999999995,3.6,3.6,5.45,3.6
13118,1981,139,Drama,7.3,18,Anil Sharma,Rakhee Gulzar,Suresh Oberoi,Deepak Parashar,6.248697068403909,5.635483870967741,5.881132075471698,5.38,5.9875
13118,1981,139, Family,7.3,18,Anil Sharma,Rakhee Gulzar,Suresh Oberoi,Deepak Parashar,6.327197802197802,5.635483870967741,5.881132075471698,5.38,5.9875
13125,2013,109,Sci-Fi,6.3,269,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale,6.325,6.3,6.3,6.3,6.466666666666666
13125,2013,109, Thriller,6.3,269,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale,5.674915254237288,6.3,6.3,6.3,6.466666666666666
13126,1955,168,Comedy,8.0,2612,Raj Kapoor,Nargis,Raj Kapoor,Nadira,5.838422649140546,7.11,7.455555555555556,7.338461538461538,6.676923076923076
13126,1955,168, Crime,8.0,2612,Raj Kapoor,Nargis,Raj Kapoor,Nadira,5.683443708609272,7.11,7.455555555555556,7.338461538461538,6.676923076923076
13126,1955,168, Drama,8.0,2612,Raj Kapoor,Nargis,Raj Kapoor,Nadira,5.875793244626407,7.11,7.455555555555556,7.338461538461538,6.676923076923076
13127,1962,139,Adventure,7.5,6,S.S. Dharwadkar,Mahipal,Sahira,Indira,6.181904761904762,7.5,6.95,7.5,6.3
13127,1962,139, Drama,7.5,6,S.S. Dharwadkar,Mahipal,Sahira,Indira,5.875793244626407,7.5,6.95,7.5,6.3
13127,1962,139, Fantasy,7.5,6,S.S. Dharwadkar,Mahipal,Sahira,Indira,5.688695652173913,7.5,6.95,7.5,6.3
13130,1971,136,Adventure,7.0,6,Babubhai Mistry,Abhi Bhattacharya,Jayshree Gadkar,Mahipal,6.181904761904762,6.535555555555556,7.09375,5.9625,6.2
13130,1971,136, Drama,7.0,6,Babubhai Mistry,Abhi Bhattacharya,Jayshree Gadkar,Mahipal,5.875793244626407,6.535555555555556,7.09375,5.9625,6.2
13130,1971,136, History,7.0,6,Babubhai Mistry,Abhi Bhattacharya,Jayshree Gadkar,Mahipal,6.8769230769230765,6.535555555555556,7.09375,5.9625,6.2
13137,2017,93,Drama,7.2,92,Sandeep Mohan,Arjun Radhakrishnan,Falah Faisal,Chandan Gill,6.248697068403909,8.15,7.2,7.2,7.2
13138,1993,152,Comedy,4.8,135,Deepak Anand,Rishi Kapoor,Urmila Matondkar,Bindu,5.838422649140546,5.574999999999999,6.013207547169811,5.0765957446808505,5.9526315789473685
13138,1993,152, Romance,4.8,135,Deepak Anand,Rishi Kapoor,Urmila Matondkar,Bindu,5.838738738738739,5.574999999999999,6.013207547169811,5.0765957446808505,5.9526315789473685
13142,1985,143,Musical,8.2,19,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ramana Murthi J.V.,Jyotirmayi,6.095555555555555,8.2,7.366666666666666,8.2,8.2
13142,1985,143, Drama,8.2,19,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ramana Murthi J.V.,Jyotirmayi,5.875793244626407,8.2,7.366666666666666,8.2,8.2
13162,1960,146,Action,7.0,68,S.M. Abbas,Raj Kapoor,Shakila,Mehmood,5.511985472154963,5.68,6.949295774647887,6.8,6.632352941176471
13162,1960,146, Crime,7.0,68,S.M. Abbas,Raj Kapoor,Shakila,Mehmood,5.683443708609272,5.68,6.949295774647887,6.8,6.632352941176471
13162,1960,146, Drama,7.0,68,S.M. Abbas,Raj Kapoor,Shakila,Mehmood,5.875793244626407,5.68,6.949295774647887,6.8,6.632352941176471
13163,1982,145,Comedy,6.4,139,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan,5.838422649140546,5.260000000000001,6.635087719298245,6.01304347826087,6.597499999999999
13163,1982,145, Drama,6.4,139,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan,5.875793244626407,5.260000000000001,6.635087719298245,6.01304347826087,6.597499999999999
13163,1982,145, Family,6.4,139,Vijay Reddy,Sanjeev Kumar,Rakhee Gulzar,Rakesh Roshan,6.327197802197802,5.260000000000001,6.635087719298245,6.01304347826087,6.597499999999999
13165,1968,160,Drama,6.6,29,Ram Dayal,Kishore Kumar,I.S. Johar,Jeevan,6.248697068403909,6.6,6.66734693877551,6.720000000000001,6.381818181818182
13165,1968,160, Family,6.6,29,Ram Dayal,Kishore Kumar,I.S. Johar,Jeevan,6.327197802197802,6.6,6.66734693877551,6.720000000000001,6.381818181818182
13168,2013,126,Drama,5.0,7,Kumaar Aadarsh,Kumaar Aadarsh,Sahil Khan,Khushi Mukherjee,6.248697068403909,5.3,5.225,5.966666666666666,5.0
13168,2013,126, History,5.0,7,Kumaar Aadarsh,Kumaar Aadarsh,Sahil Khan,Khushi Mukherjee,6.8769230769230765,5.3,5.225,5.966666666666666,5.0
13171,1983,138,Comedy,6.3,16,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt,5.838422649140546,6.1,5.531578947368421,5.294444444444444,6.625
13171,1983,138, Drama,6.3,16,K. Viswanath,Rati Agnihotri,Asrani,Utpal Dutt,5.875793244626407,6.1,5.531578947368421,5.294444444444444,6.625
13172,2017,119,Comedy,6.9,9094,R.S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Bhargava,5.838422649140546,6.9,6.996774193548387,7.033333333333333,6.9
13172,2017,119, Romance,6.9,9094,R.S. Prasanna,Ayushmann Khurrana,Bhumi Pednekar,Seema Bhargava,5.838738738738739,6.9,6.996774193548387,7.033333333333333,6.9
13173,2020,117,Comedy,5.8,8208,Hitesh Kewalya,Ayushmann Khurrana,Jitendra Kumar,Gajraj Rao,5.838422649140546,5.8,6.996774193548387,5.8,7.2
13173,2020,117, Romance,5.8,8208,Hitesh Kewalya,Ayushmann Khurrana,Jitendra Kumar,Gajraj Rao,5.838738738738739,5.8,6.996774193548387,5.8,7.2
13174,2020,52,Horror,4.5,67,Pankaz Singh Tanwar,Simran Ahemad,Nemi Chand,Jaya Goswami,4.6875,4.5,4.5,4.5,4.5
13175,2013,141,Comedy,6.0,8447,Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Rishi Kapoor,5.838422649140546,6.55,6.8090909090909095,6.14,5.432075471698113
13175,2013,141, Drama,6.0,8447,Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Rishi Kapoor,5.875793244626407,6.55,6.8090909090909095,6.14,5.432075471698113
13175,2013,141, Romance,6.0,8447,Maneesh Sharma,Sushant Singh Rajput,Parineeti Chopra,Rishi Kapoor,5.838738738738739,6.55,6.8090909090909095,6.14,5.432075471698113
13176,2017,114,Crime,7.9,374,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada,6.124723247232472,7.900000000000001,7.900000000000001,7.900000000000001,7.900000000000001
13176,2017,114, Drama,7.9,374,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada,5.875793244626407,7.900000000000001,7.900000000000001,7.900000000000001,7.900000000000001
13176,2017,114, Thriller,7.9,374,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada,5.674915254237288,7.900000000000001,7.900000000000001,7.900000000000001,7.900000000000001
13180,2020,90,Drama,6.4,678,Bishnu Dev Halder,Divyendu Sharma,Shweta Basu Prasad,Sheetal Thakur,6.248697068403909,6.4,6.25,7.375,6.7
13183,2004,144,Musical,5.1,148,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran,6.095555555555555,5.1,6.134375,4.66,4.9624999999999995
13183,2004,144, Drama,5.1,148,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran,5.875793244626407,5.1,6.134375,4.66,4.9624999999999995
13183,2004,144, Family,5.1,148,Anupam Sinha,Anupam Kher,Aftab Shivdasani,Shriya Saran,6.327197802197802,5.1,6.134375,4.66,4.9624999999999995
13186,2014,99,Drama,7.2,68,Aarti S. Bagdi,Amrit Raj Gupta,Krishan Hooda,Shishir Jha,6.248697068403909,7.2,7.2,7.2,7.2
13187,2019,142,Drama,6.6,9,Heena Dsouza,Avalokita Dutt,Praveen Fernandes,Hanish Kalia,6.248697068403909,6.6,6.6,6.6,6.6
13189,2011,76,Comedy,6.2,111,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar,5.838422649140546,5.6,6.2,6.2,6.2
13189,2011,76, Drama,6.2,111,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar,5.875793244626407,5.6,6.2,6.2,6.2
13195,1990,123,Documentary,7.5,77,Mani Kaul,Mita Vashisht,Muhar Biswas,Ranjana Srivastava,7.608333333333333,7.116666666666667,7.5,7.5,7.5
13197,2013,96,Drama,7.3,671,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora,6.248697068403909,7.3,7.3,7.05,5.9
13201,2009,110,Crime,6.4,262,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri,6.124723247232472,6.400000000000001,6.400000000000001,6.400000000000001,5.4263157894736835
13201,2009,110, Drama,6.4,262,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri,5.875793244626407,6.400000000000001,6.400000000000001,6.400000000000001,5.4263157894736835
13201,2009,110, Mystery,6.4,262,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri,5.8710204081632655,6.400000000000001,6.400000000000001,6.400000000000001,5.4263157894736835
13204,1999,144,Action,3.9,12,T.L.V. Prasad,Mithun Chakraborty,Manek Bedi,Monica Bedi,5.511985472154963,4.520833333333333,5.331182795698925,3.9,4.5600000000000005
13204,1999,144, Drama,3.9,12,T.L.V. Prasad,Mithun Chakraborty,Manek Bedi,Monica Bedi,5.875793244626407,4.520833333333333,5.331182795698925,3.9,4.5600000000000005
13205,1989,180,Action,4.5,35,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari,5.511985472154963,5.464583333333334,5.0,5.294444444444444,5.716666666666666
13205,1989,180, Drama,4.5,35,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari,5.875793244626407,5.464583333333334,5.0,5.294444444444444,5.716666666666666
13209,2004,100,Thriller,2.9,13,Sanjay Srinivas,Tom Alter,Salil Ankola,Sonali Kulkarni,5.332584269662922,2.9,5.277777777777778,2.9,5.844444444444445
13210,2015,105,Drama,6.2,13,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta,6.248697068403909,6.95,6.0600000000000005,6.95,6.95
13211,2021,136,Crime,6.6,3324,Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar,6.124723247232472,6.6,6.6,5.828571428571428,6.6
13211,2021,136, Thriller,6.6,3324,Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar,5.674915254237288,6.6,6.6,5.828571428571428,6.6
13214,2005,134,Drama,4.0,696,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen,6.248697068403909,5.64,5.421428571428571,5.671428571428571,5.714285714285714
13215,1981,182,Drama,7.3,2603,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan,6.248697068403909,7.010526315789474,6.148872180451128,6.926666666666667,6.945454545454546
13215,1981,182, Family,7.3,2603,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan,6.327197802197802,7.010526315789474,6.148872180451128,6.926666666666667,6.945454545454546
13215,1981,182, Romance,7.3,2603,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Jaya Bachchan,5.838738738738739,7.010526315789474,6.148872180451128,6.926666666666667,6.945454545454546
13216,1999,150,Comedy,2.5,209,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani,5.838422649140546,3.3,4.1684210526315795,3.6125,5.754545454545455
13216,1999,150, Drama,2.5,209,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani,5.875793244626407,3.3,4.1684210526315795,3.6125,5.754545454545455
13216,1999,150, Romance,2.5,209,Shrabani Deodhar,Karisma Kapoor,Chandrachur Singh,Aruna Irani,5.838738738738739,3.3,4.1684210526315795,3.6125,5.754545454545455
13217,2018,45,Drama,7.1,168,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon,6.248697068403909,6.2375,6.536842105263158,7.1,7.1
13217,2018,45, Romance,7.1,168,Tanuja Chandra,Kartik Aaryan,Amal Farooque,Maaman Memon,5.838738738738739,6.2375,6.536842105263158,7.1,7.1
13223,2002,157,Action,8.5,66,S. Narayan,Vishnuvardhan,Meena,Bhanupriya,5.511985472154963,8.5,8.5,6.757142857142857,7.44
13223,2002,157, Drama,8.5,66,S. Narayan,Vishnuvardhan,Meena,Bhanupriya,5.875793244626407,8.5,8.5,6.757142857142857,7.44
13225,2018,158,Action,5.6,15244,Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan,5.511985472154963,5.743243243243243,5.599999999999999,6.3,5.599999999999999
13225,2018,158, Comedy,5.6,15244,Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan,5.507605633802817,5.743243243243243,5.599999999999999,6.3,5.599999999999999
13225,2018,158, Crime,5.6,15244,Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan,5.683443708609272,5.743243243243243,5.599999999999999,6.3,5.599999999999999
